CustomerID,Age,Gender,PurchaseAmount,OrderFrequency,PreferredPickupTime
101,-0.3815046483829085,Female,-0.7659982194966835,-2.1458146653339543,Morning
102,-0.6358410806381808,Male,0.727627203449976,-1.6968650521156226,Evening
103,-0.2119470268793936,Female,3.738748775280798,-0.5744910190697937,Afternoon
104,0.04238940537587872,Male,-0.7046163528002454,-1.9213398587247883,Morning
105,-1.059735134396968,Female,-1.4548391679789328,-1.247915438897291,Evening
106,-1.4836291881557553,Female,-0.1862805895858796,1.2213074338035326,Morning
107,-0.4662834591346659,Male,1.6415349964858315,0.772357820585201,Evening
108,-0.296725837631151,Female,-0.6636951083359534,-1.4723902455064568,Afternoon
109,-0.12716821612763615,Male,0.6185038848785305,1.2213074338035326,Morning
110,-1.229292755900483,Female,-1.7140070495861157,-0.7989658256789595,Evening
111,-0.04238940537587872,Female,0.1001681216641647,1.4457822404126983,Morning
112,-0.4662834591346659,Male,-0.5272909601216466,-0.5744910190697937,Evening
113,-0.8053987021416957,Female,0.059246877199872656,-1.0234406322881253,Afternoon
114,-0.8053987021416957,Male,1.573332922378678,0.772357820585201,Morning
115,-0.2119470268793936,Female,0.5230209811285158,-0.7989658256789595,Evening
116,-0.12716821612763615,Female,-1.3866370938717794,0.5478830139760351,Morning
117,-1.5684079989075126,Male,1.668815826128693,1.2213074338035326,Evening
118,-0.8053987021416957,Female,0.48209973666422373,0.9968326271943667,Afternoon
119,-1.059735134396968,Male,0.0046852179141499365,-1.0234406322881253,Morning
120,-0.5510622698864234,Female,0.9185930109500055,-1.0234406322881253,Evening
121,-0.8053987021416957,Female,-1.4275583383360715,0.772357820585201,Morning
122,-0.8053987021416957,Male,-0.9228629899431363,-0.12554140585146217,Evening
123,-0.8053987021416957,Female,-0.48636971565735454,1.670257047021864,Afternoon
124,-0.12716821612763615,Male,-0.29540390815732503,0.5478830139760351,Morning
125,-0.8053987021416957,Female,0.12744895130702605,0.9968326271943667,Evening
126,-1.1445139451487254,Female,0.5093805663070851,1.4457822404126983,Morning
127,-0.7206198913899382,Male,0.8913121813071442,0.09893340075770361,Evening
128,-1.6531868096592701,Female,0.4411784921999317,-0.3500162124606279,Afternoon
129,0.04238940537587872,Female,0.27749351434276354,-0.12554140585146217,Morning
130,-1.3988503774039978,Male,-1.018345893693151,0.32340820736686937,Evening
131,1.7379656204110274,Female,-1.659445390300393,-1.4723902455064568,Afternoon
132,-1.5684079989075126,Male,-0.7182567676216761,-0.3500162124606279,Morning
133,1.1445139451487254,Female,-1.2911541901217647,-0.3500162124606279,Evening
134,-1.822744431162785,Female,1.3960075297000794,1.670257047021864,Morning
135,0.8053987021416957,Male,-0.6909759379788147,-0.5744910190697937,Evening
136,-1.5684079989075126,Female,0.6457847145213919,-1.6968650521156226,Afternoon
137,0.2119470268793936,Male,-1.5912433161932396,-1.0234406322881253,Morning
138,-0.8053987021416957,Female,0.14108936612845674,-0.5744910190697937,Evening
139,-0.296725837631151,Female,-1.4957604124432249,-0.3500162124606279,Morning
140,-1.6531868096592701,Male,0.850390936842852,-1.0234406322881253,Evening
